class,object,posX,posY,posZ,rotX,rotY,rotZ,scale
createReference,navfloodfillpoint,9893.808,14255.496000000001,73.152,153.0,1.0,0.0,0.0
createReference,navfloodfillpoint,9671.304,15465.552,143.256,176.0,1.0,0.0,0.0
createReference,navfloodfillpoint,9653.016,15934.944,292.608,48.0,1.159,0.0,0.0
createReference,navfloodfillpoint,9622.536,16437.864,338.32800000000003,150.0,1.0,0.0,0.0
createReference,navfloodfillpoint,10259.568,13911.072,94.488,186.0,1.0,0.0,0.0
createReference,navfloodfillpoint,11076.432,13697.712,158.496,50.0,1.0,0.0,0.0
createReference,navfloodfillpoint,11457.432,13831.824,249.936,167.0,1.0,0.0,0.0
createReference,navfloodfillpoint,11838.432,13987.272,182.88,92.0,1.0,0.0,0.0
createReference,navfloodfillpoint,12301.728000000001,13908.024,94.488,201.0,1.0,0.0,0.0
createReference,navfloodfillpoint,10741.152,13972.032000000001,170.688,117.0,1.0,0.0,0.0
createReference,navfloodfillpoint,12862.56,13950.696,30.48,177.0,1.0,0.0,0.0
createReference,navfloodfillpoint,13331.952,14231.112000000001,0.0,356.0,1.0,0.0,0.0
createReference,navfloodfillpoint,13627.608,13807.44,0.0,172.0,1.0,0.0,0.0
createReference,navfloodfillpoint,14938.248,12457.176,21.336,47.0,1.0,0.0,0.0
createReference,navfloodfillpoint,15115.032000000001,11963.4,30.48,1.0,1.0,0.0,0.0
createReference,navfloodfillpoint,15343.632,11353.8,0.0,88.0,1.0,0.0,0.0
createReference,navfloodfillpoint,16635.984,8808.72,6.096,294.0,1.0,0.0,0.0
createReference,navfloodfillpoint,16617.696,8781.288,12.192,48.0,1.0,0.0,0.0
createReference,navfloodfillpoint,16898.112,9058.656,3.048,60.0,1.0,0.0,0.0
createReference,navfloodfillpoint,16739.616,8473.44,94.488,163.0,1.0,0.0,0.0
createReference,navfloodfillpoint,16614.648,8193.024,249.936,47.0,1.0,0.0,0.0
createReference,navfloodfillpoint,16721.328,7833.36,490.728,309.0,1.0,0.0,0.0
createReference,navfloodfillpoint,16581.12,7522.464,670.5600000000001,326.0,1.0,0.0,0.0
createReference,navfloodfillpoint,16291.56,7254.24,841.248,31.0,1.0,0.0,0.0
createReference,navfloodfillpoint,15529.56,8589.264,853.44,111.0,1.0,0.0,0.0
createReference,navfloodfillpoint,15596.616,8077.2,835.152,267.0,1.0,0.0,0.0
createReference,navfloodfillpoint,15800.832,7537.704,835.152,272.0,1.0,0.0,0.0
createReference,navfloodfillpoint,16123.92,6809.232,874.7760000000001,227.0,1.0,0.0,0.0
createReference,navfloodfillpoint,16047.72,6321.552,914.4,317.0,1.0,0.0,0.0
createReference,navfloodfillpoint,15779.496000000001,5937.504,890.016,58.0,1.0,0.0,0.0
createReference,navfloodfillpoint,15340.584,5544.312,710.184,209.0,1.0,0.0,0.0
createReference,navfloodfillpoint,15063.216,5315.712,731.52,352.0,1.0,0.0,0.0
createReference,navfloodfillpoint,14859.0,5007.8640000000005,829.056,196.0,1.0,0.0,0.0
createReference,navfloodfillpoint,14078.712,5090.16,810.768,101.0,1.128,0.0,0.0
createReference,navfloodfillpoint,14075.664,4663.4400000000005,728.472,129.0,1.0,0.0,0.0
createReference,navfloodfillpoint,14097.0,4081.272,685.8,194.0,1.0,0.0,0.0
createReference,navfloodfillpoint,14319.504,3557.016,801.624,357.0,1.0,0.0,0.0
createReference,navfloodfillpoint,14097.0,3200.4,902.208,287.0,1.0,0.0,0.0
createReference,navfloodfillpoint,14112.24,2721.864,890.016,27.0,1.0,0.0,0.0
createReference,navfloodfillpoint,14590.776,2255.52,841.248,241.0,1.0,0.0,0.0
createReference,navfloodfillpoint,16840.2,2529.84,853.44,220.0,1.0,0.0,0.0
createReference,navfloodfillpoint,17428.464,2807.208,859.5360000000001,237.0,1.0,0.0,0.0
createReference,navfloodfillpoint,17397.984,2048.256,853.44,152.0,1.0,0.0,0.0
createReference,navfloodfillpoint,16550.64,1898.904,853.44,128.0,1.0,0.0,0.0
createReference,navfloodfillpoint,15977.616,2033.016,853.44,25.0,1.0,0.0,0.0
createReference,navfloodfillpoint,15392.4,2029.968,868.6800000000001,45.0,1.0,0.0,0.0
createReference,navfloodfillpoint,13057.632,1984.248,865.6320000000001,85.0,1.0,0.0,0.0
createReference,navfloodfillpoint,12701.016,1987.296,902.208,136.0,1.0,0.0,0.0
createReference,navfloodfillpoint,12246.864,2063.496,905.256,357.0,1.0,0.0,0.0
createReference,navfloodfillpoint,10847.832,1969.008,304.8,7.0,1.0,0.0,0.0
createReference,navfloodfillpoint,10393.68,2319.5280000000002,338.32800000000003,327.0,1.084,0.0,0.0
createReference,navfloodfillpoint,10668.0,2304.288,335.28000000000003,355.0,1.0,0.0,0.0
createReference,navfloodfillpoint,10860.024,2167.128,310.896,137.0,1.0,0.0,0.0
createReference,navfloodfillpoint,10530.84,2115.312,304.8,205.0,1.0,0.0,0.0
createReference,navfloodfillpoint,11600.688,1993.392,573.024,73.0,1.0,0.0,0.0
createReference,navfloodfillpoint,10354.056,2618.232,350.52,184.0,1.0,0.0,0.0
createReference,navfloodfillpoint,9750.552,4279.392,0.0,199.0,1.128,0.0,0.0
createReference,navfloodfillpoint,10034.016,4090.416,0.0,35.0,1.0,0.0,0.0
createReference,navfloodfillpoint,10171.176,3224.784,280.416,208.0,1.0,0.0,0.0
createReference,navfloodfillpoint,9345.168,4191.0,30.48,81.0,1.0,0.0,0.0
createReference,navfloodfillpoint,9616.44,4596.384,0.0,331.0,1.0,0.0,0.0
createReference,navfloodfillpoint,9064.752,4178.808,103.632,293.0,1.0,0.0,0.0
createReference,navfloodfillpoint,8732.52,4267.2,137.16,65.0,1.0,0.0,0.0
createReference,navfloodfillpoint,9339.072,4965.192,18.288,279.0,1.0,0.0,0.0
createReference,navfloodfillpoint,9183.624,5544.312,-6.096,175.0,1.0,0.0,0.0
createReference,navfloodfillpoint,8982.456,5321.808,42.672,106.0,1.0,0.0,0.0
createReference,navfloodfillpoint,8555.736,5026.152,73.152,89.0,1.0,0.0,0.0
createReference,navfloodfillpoint,8162.544,4742.688,152.4,281.0,1.0,0.0,0.0
createReference,navfloodfillpoint,7915.656,4483.608,149.352,219.0,1.0,0.0,0.0
createReference,navfloodfillpoint,7693.152,4163.568,152.4,256.0,1.0,0.0,0.0
createReference,navfloodfillpoint,7513.32,4032.504,155.448,74.0,1.0,0.0,0.0
createReference,navfloodfillpoint,7098.792,3883.152,137.16,21.0,1.0,0.0,0.0
createReference,navfloodfillpoint,6690.36,3782.568,109.72800000000001,92.0,1.0,0.0,0.0
createReference,navfloodfillpoint,6163.0560000000005,3355.848,39.624,297.0,1.0,0.0,0.0
createReference,navfloodfillpoint,6333.744,3669.792,45.72,321.0,1.0,0.0,0.0
createReference,navfloodfillpoint,5608.32,3514.344,-42.672,250.0,1.0,0.0,0.0
createReference,navfloodfillpoint,3639.312,5946.648,85.344,327.0,1.0,0.0,0.0
createReference,navfloodfillpoint,3605.784,6422.136,21.336,223.0,1.0,0.0,0.0
createReference,navfloodfillpoint,3621.024,7077.456,15.24,72.0,1.0,0.0,0.0
createReference,navfloodfillpoint,4355.592,5943.6,51.816,67.0,1.0,0.0,0.0
createReference,navfloodfillpoint,4611.624,6330.696,24.384,204.0,1.0,0.0,0.0
createReference,navfloodfillpoint,4462.272,6751.32,6.096,295.0,1.0,0.0,0.0
createReference,navfloodfillpoint,4178.808,7019.544,-6.096,198.0,1.0,0.0,0.0
createReference,navfloodfillpoint,3291.84,7726.68,9.144,108.0,1.0,0.0,0.0
createReference,navfloodfillpoint,2886.456,8144.256,24.384,174.0,1.0,0.0,0.0
createReference,navfloodfillpoint,2743.2,8644.128,94.488,225.0,1.0,0.0,0.0
createReference,navfloodfillpoint,2523.744,9180.576000000001,216.40800000000002,267.0,1.0,0.0,0.0
createReference,navfloodfillpoint,2551.176,8897.112000000001,146.304,155.0,1.0,0.0,0.0
createReference,navfloodfillpoint,2651.76,8430.768,64.008,180.0,1.0,0.0,0.0
createReference,navfloodfillpoint,2977.896,8628.888,82.296,77.0,1.0,0.0,0.0
createReference,navfloodfillpoint,2895.6,8391.144,48.768,219.0,1.0,0.0,0.0
createReference,navfloodfillpoint,2804.16,8976.36,152.4,223.0,1.0,0.0,0.0
createReference,navfloodfillpoint,2356.104,8894.064,140.208,323.0,1.0,0.0,0.0
createReference,navfloodfillpoint,2282.952,9299.448,313.944,147.0,1.0,0.0,0.0
createReference,navfloodfillpoint,2255.52,9546.336,441.96,238.0,1.0,0.0,0.0
createReference,navfloodfillpoint,2179.32,9884.664,624.84,299.0,1.0,0.0,0.0
createReference,navfloodfillpoint,2218.944,10335.768,774.192,33.0,1.0,0.0,0.0
createReference,navfloodfillpoint,2261.616,10521.696,807.72,22.0,1.0,0.0,0.0
createReference,navfloodfillpoint,2450.592,10905.744,853.44,342.0,1.0,0.0,0.0
createReference,navfloodfillpoint,2249.424,10664.952,850.392,151.0,1.0,0.0,0.0
createReference,navfloodfillpoint,2855.976,11073.384,850.392,169.0,1.0,0.0,0.0
createReference,navfloodfillpoint,3060.192,11417.808,853.44,70.0,1.0,0.0,0.0
createReference,navfloodfillpoint,3008.376,10826.496000000001,832.104,156.0,1.0,0.0,0.0
createReference,navfloodfillpoint,3340.608,10707.624,850.392,51.0,1.0,0.0,0.0
createReference,navfloodfillpoint,3566.16,10302.24,899.16,203.0,1.0,0.0,0.0
createReference,navfloodfillpoint,3703.32,9948.672,1033.272,335.0,1.0,0.0,0.0
createReference,navfloodfillpoint,3636.264,9634.728000000001,1094.232,232.0,1.0,0.0,0.0
createReference,navfloodfillpoint,3368.04,11728.704,853.44,287.0,1.0,0.0,0.0
createReference,navfloodfillpoint,3767.328,12076.176,850.392,86.0,1.0,0.0,0.0
createReference,navfloodfillpoint,3648.456,11911.584,850.392,126.0,1.0,0.0,0.0
createReference,navfloodfillpoint,4038.6,12173.712,810.768,219.0,1.278,0.0,0.0
createReference,navfloodfillpoint,4367.784,12393.168,743.712,88.0,1.0,0.0,0.0
createReference,navfloodfillpoint,4739.64,12496.8,798.576,271.0,1.0,0.0,0.0
createReference,navfloodfillpoint,4876.8,12777.216,819.912,23.0,1.0,0.0,0.0
createReference,navfloodfillpoint,5020.0560000000005,13121.64,801.624,121.0,1.0,0.0,0.0
createReference,navfloodfillpoint,5321.808,13289.28,758.952,310.0,1.0,0.0,0.0
createReference,navfloodfillpoint,5608.32,13572.744,734.568,29.0,1.0,0.0,0.0
createReference,navfloodfillpoint,5702.808,14017.752,749.808,219.0,1.0,0.0,0.0
createReference,navfloodfillpoint,5599.176,14426.184000000001,798.576,72.0,1.0,0.0,0.0
createReference,navfloodfillpoint,5529.072,14709.648000000001,838.2,38.0,1.0,0.0,0.0
createReference,navfloodfillpoint,5425.4400000000005,14968.728000000001,877.8240000000001,339.0,1.0,0.0,0.0
createReference,navfloodfillpoint,5382.768,15432.024,935.736,47.0,1.0,0.0,0.0
createReference,navfloodfillpoint,1734.3120000000001,15547.848,856.488,342.0,1.0,0.0,0.0
createReference,navfloodfillpoint,1834.896,16578.072,859.5360000000001,314.0,1.0,0.0,0.0
createReference,navfloodfillpoint,2173.224,15889.224,853.44,115.0,1.0,0.0,0.0
createReference,navfloodfillpoint,2667.0,15852.648000000001,853.44,336.0,1.0,0.0,0.0
createReference,navfloodfillpoint,2304.288,16322.04,853.44,301.0,1.0,0.0,0.0
createReference,navfloodfillpoint,3002.28,17077.944,865.6320000000001,356.0,1.0,0.0,0.0
createReference,navfloodfillpoint,3294.888,16081.248,810.768,303.0,1.0,0.0,0.0
createReference,navfloodfillpoint,3090.672,16541.496,841.248,328.0,1.0,0.0,0.0
createReference,navfloodfillpoint,3782.568,16181.832,768.096,96.0,1.0,0.0,0.0
createReference,navfloodfillpoint,4373.88,16300.704,704.088,268.0,1.0,0.0,0.0
createReference,navfloodfillpoint,5108.448,16081.248,838.2,174.0,1.0,0.0,0.0
createReference,navfloodfillpoint,5711.952,16062.960000000001,938.784,233.0,1.0,0.0,0.0
createReference,navfloodfillpoint,6403.848,16227.552,938.784,193.0,1.0,0.0,0.0
createReference,navfloodfillpoint,10186.416,13389.864,82.296,63.0,1.0,0.0,0.0
createReference,navfloodfillpoint,9945.624,12862.56,88.392,58.0,1.0,0.0,0.0
createReference,navfloodfillpoint,9653.016,12411.456,27.432000000000002,0.0,1.038,0.0,0.0
createReference,navfloodfillpoint,9201.912,11875.008,-9.144,316.0,1.0,0.0,0.0
createReference,navfloodfillpoint,9186.672,11289.792,-73.152,96.0,1.0,0.0,0.0
createReference,navfloodfillpoint,9217.152,10539.984,-54.864000000000004,331.0,1.0,0.0,0.0
createReference,navfloodfillpoint,9293.352,9899.904,0.0,144.0,1.0,0.0,0.0
createReference,navfloodfillpoint,10262.616,9912.096,137.16,35.0,1.0,0.0,0.0
createReference,navfloodfillpoint,10652.76,9509.76,274.32,178.0,1.0,0.0,0.0
createReference,navfloodfillpoint,10829.544,9314.688,408.432,110.0,1.0,0.0,0.0
createReference,navfloodfillpoint,11207.496000000001,8967.216,609.6,163.0,1.0,0.0,0.0
createReference,navfloodfillpoint,11329.416,8604.504,755.904,217.0,1.148,0.0,0.0
createReference,navfloodfillpoint,11673.84,8180.832,853.44,148.0,1.0,0.0,0.0
createReference,navfloodfillpoint,11969.496000000001,7589.52,853.44,323.0,1.0,0.0,0.0
createReference,navfloodfillpoint,12414.504,7171.944,856.488,205.0,1.0,0.0,0.0
createReference,navfloodfillpoint,12752.832,6696.456,868.6800000000001,25.0,1.0,0.0,0.0
createReference,navfloodfillpoint,13270.992,5958.84,856.488,219.0,1.0,0.0,0.0
createReference,navfloodfillpoint,13581.888,5468.112,868.6800000000001,312.0,1.0,0.0,0.0
createReference,navfloodfillpoint,9357.36,9323.832,30.48,309.0,1.0,0.0,0.0
createReference,navfloodfillpoint,9403.08,8479.536,33.528,127.0,1.0,0.0,0.0
createReference,navfloodfillpoint,9403.08,7946.136,42.672,245.0,1.114,0.0,0.0
createReference,navfloodfillpoint,9460.992,7406.64,51.816,213.0,1.0,0.0,0.0
createReference,navfloodfillpoint,9567.672,6937.2480000000005,-6.096,208.0,1.0,0.0,0.0
createReference,navfloodfillpoint,9451.848,6294.12,-106.68,57.0,1.0,0.0,0.0
createReference,navfloodfillpoint,9232.392,5849.112,-57.912,302.0,1.0,0.0,0.0
createReference,navfloodfillpoint,8753.856,8720.328,100.584,308.0,1.0,0.0,0.0
createReference,navfloodfillpoint,8232.648,9009.888,301.752,38.0,1.0,0.0,0.0
createReference,navfloodfillpoint,7952.232,9317.736,515.112,123.0,1.0,0.0,0.0
createReference,navfloodfillpoint,7741.92,9646.92,707.136,113.0,1.0,0.0,0.0
createReference,navfloodfillpoint,7510.272,9906.0,826.008,172.0,1.0,0.0,0.0
createReference,navfloodfillpoint,7290.816,10222.992,865.6320000000001,339.0,1.0,0.0,0.0
createReference,navfloodfillpoint,6995.16,10494.264000000001,856.488,195.0,1.0,0.0,0.0
createReference,navfloodfillpoint,6720.84,10823.448,853.44,118.0,1.0,0.0,0.0
createReference,navfloodfillpoint,6467.856,11305.032000000001,853.44,7.0,1.0,0.0,0.0
createReference,navfloodfillpoint,6117.336,11713.464,853.44,346.0,1.0,0.0,0.0
createReference,navfloodfillpoint,5980.176,12155.424,853.44,55.0,1.0,0.0,0.0
createReference,navfloodfillpoint,5550.408,12640.056,853.44,119.0,1.0,0.0,0.0
createReference,navfloodfillpoint,5687.568,13063.728000000001,832.104,232.0,1.0,0.0,0.0
createObject,waterfallsteam,12466.32,17309.592,-60.96,220.0,0.83,0.0,0.0
createObject,waterfallsteam,12438.888,17443.704,-60.96,266.0,0.5,0.0,0.0
createObject,waterfallsteam,12838.176,17419.32,-60.96,251.0,0.62,0.0,0.0
createObject,waterfallsteam,10908.792,5367.528,-60.96,260.0,0.69,0.0,0.0
createObject,waterfallsteam,11475.72,5163.312,-60.96,99.0,0.46,0.0,0.0
createObject,waterfallsteam,11472.672,5413.2480000000005,710.184,104.0,0.47,0.0,0.0
createObject,waterfallsteam,11283.696,5583.936,496.824,244.0,0.47,0.0,0.0
createObject,waterfallsteam,11286.744,2944.368,-36.576,355.0,0.46,0.0,0.0
createObject,waterfallsteam,11362.944,4565.904,-76.2,128.0,0.65,0.0,0.0
